id,plant_id,account_type,is_active,plant_name,year,market_price_min,market_price_max,unit,size,est_price,source
321,PLTA0278,A,1,มะม่วงทั่วไป,2568,300,1200,บาท/ต้น,S,300,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
322,PLTA0279,A,1,มะม่วงป่า,2568,100,400,บาท/ต้น,S,100,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
323,PLTA0280,A,1,มะม่วงพันธุ์ดี,2568,1000,4000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
324,PLTA0281,A,1,มะม่วงมะมุด,2568,150,500,บาท/ต้น,S,150,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
325,PLTA0282,A,1,มะม่วงหาวมะนาวโห่,2568,100,800,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
326,PLTA0283,A,1,มะม่วงหิมพานต์,2568,500,2000,บาท/ต้น,S,500,สศก. (ราคาเกษตรกร)
327,PLTA0284,A,1,มะเม่า,2568,80,250,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
328,PLTA0285,A,1,มะยง,2568,500,2000,บาท/ต้น,S,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
329,PLTA0286,A,1,มะยงชิด,2568,2000,8000,บาท/ต้น,S,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
330,PLTA0287,A,1,มะยม,2568,200,600,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
331,PLTA0288,A,1,มะรุม,2568,200,600,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
332,PLTA0289,A,0,มะละกอ,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
333,PLTA0290,A,1,มะละกอพันธุ์ดี,2568,100,300,บาท/ต้น,S,100,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
334,PLTA0291,A,1,มะละกอพันธุ์ทั่วไป,2568,50,200,บาท/ต้น,S,50,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
335,PLTA0292,A,1,มะลิ,2568,80,250,บาท/ต้น,S,80,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
336,PLTA0293,A,1,มะลิวัลย์,2568,50,150,บาท/ต้น,S,50,ร้านขายต้นไม้ (ราคาขายปลีก)
337,PLTA0294,A,1,มะสัง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
338,PLTA0295,A,1,มะหลอด,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
339,PLTA0296,A,1,มะหวด กำซำ,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
340,PLTA0297,A,1,มะหาด,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
341,PLTA0298,A,1,มะฮอกกานี,2568,500,3000,บาท/ต้น,S,500,กรมป่าไม้ (ราคาหน้าสวน)
342,PLTA0299,A,1,มังคุด ก. ขนาดเล็ก สูงไม่ถึง 2 เมตร,2568,1000,3000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
343,PLTA0299,A,1,มังคุด ข. ขนาดกลาง สูงตั้งแต่ 2 เมตรขึ้นไป,2568,2000,5000,บาท/ต้น,S,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
344,PLTA0299,A,1,มังคุด ค. ขนาดใหญ่ มีผลแล้ว,2568,5000,10000,บาท/ต้น,S,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
345,PLTA0300,A,1,มันปู,2568,100,600,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
346,PLTA0301,A,1,มิกกี้เม้าส์,2568,100,300,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
347,PLTA0302,A,1,เมี่ยง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
348,PLTA0303,A,1,เมียด เหมียด,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
349,PLTA0304,A,1,โมกด่าง,2568,80,200,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
350,PLTA0305,A,1,โมกป่า โมกมัน,2568,200,1000,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
351,PLTA0306,A,1,ยอ,2568,100,400,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
352,PLTA0307,A,1,ยมหอม,2568,80,200,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
353,PLTA0308,A,1,ยางนา,2568,300,1200,บาท/ต้น,S,300,กรมป่าไม้ (ราคาหน้าสวน)
354,PLTA0309,A,1,ยางพาราพันธุ์พื้นเมือง,2568,300,1500,บาท/ต้น,S,300,สศก. (ราคาเกษตรกร)
355,PLTA0310,A,1,ยางพารา (กล้า) ก. ยังไม่ติดตา อายุต่ำกว่า 8 เดือน,2568,1,5,บาท/ต้น,S,1,สศก. (ราคาเกษตรกร)
356,PLTA0310,A,1,ยางพารา (กล้า) ข. ยังไม่ติดตา อายุ 8 เดือน–2 ปี,2568,3,10,บาท/ต้น,S,3,สศก. (ราคาเกษตรกร)
357,PLTA0310,A,1,ยางพารา (กล้า) ค. ติดตาด้วยยางพาราพันธุ์ดีแล้ว,2568,8,20,บาท/ต้น,S,8,สศก. (ราคาเกษตรกร)
358,PLTA0311,A,1,ยางพาราที่ปลูกด้วยเมล็ดในแปลง (การปลูกแบบ 2 หลุม) หลุมละ,2568,30,80,บาท/หลุม,S,30,สศก. (ราคาเกษตรกร)
359,PLTA0312,A,1,ยางอินเดีย,2568,150,500,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
360,PLTA0313,A,1,ยี่เข่ง,2568,150,500,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
361,PLTA0314,A,1,ยางพาราพันธุ์ดี ก. ขนาดเล็กกรีดไม่ได้ วัดรอบต้นไม่ถึง 12 ซม.,2568,500,1500,บาท/ต้น,S,500,สศก. (ราคาเกษตรกร)
362,PLTA0314,A,1,ยางพาราพันธุ์ดี ข. ขนาดกลางกรีดไม่ได้ วัดรอบต้นไม่ถึง 32 ซม.,2568,1000,3000,บาท/ต้น,S,–,สศก. (ราคาเกษตรกร)
363,PLTA0314,A,1,ยางพาราพันธุ์ดี ค. ขนาดใหญ่กรีดได้ วัดรอบต้นตั้งแต่ 32 ซม.ขึ้นไป,2568,2000,5000,บาท/ต้น,S,–,สศก. (ราคาเกษตรกร)
364,PLTA0315,A,1,ยี่โถ,2568,80,200,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
365,PLTA0316,A,1,ยี่หุบ,2568,200,600,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
366,PLTA0317,A,1,ยูคาลิปตัส,2568,200,800,บาท/กอ,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
367,PLTA0317,A,1,ยูคาลิปตัส ก. ความสูงไม่ถึง 4 เมตร,2568,100,300,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
368,PLTA0317,A,1,ยูคาลิปตัส ข. ความสูงตั้งแต่ 4 เมตรขึ้นไป,2568,200,500,บาท/ต้น,S,–,ร้านขายต้นไม้ (ราคาขายปลีก)
369,PLTA0318,A,1,รองทอง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
370,#N/A,A,#N/A,ระกำ ระกำหวาน,2568,200,800,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
371,PLTA0320,A,1,รัง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
372,PLTA0321,A,1,ราชาวดี,2568,80,200,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
373,PLTA0322,A,1,ราตรี,2568,80,200,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
374,PLTA0323,A,1,รำเพย,2568,150,600,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
375,PLTA0324,A,1,โรงชัยป่า,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
376,PLTA0325,A,1,ลงไทร,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
377,PLTA0326,A,1,ลองกอง ก. ขนาดเล็ก สูงไม่ถึง 2 เมตร,2568,1000,3000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
378,PLTA0326,A,1,ลองกอง ข. ขนาดกลาง สูงตั้งแต่ 2 เมตรขึ้นไป,2568,2000,5000,บาท/ต้น,S,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
379,PLTA0326,A,1,ลองกอง ค. ขนาดใหญ่ มีผลแล้ว,2568,4000,8000,บาท/ต้น,S,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
380,PLTA0327,A,1,ละมุด,2568,400,1200,บาท/ต้น,S,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
381,PLTA0328,A,1,ละไม,2568,300,1000,บาท/ต้น,S,300,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
382,PLTA0329,A,1,ลางแข มะไฟควาย,2568,100,300,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
383,PLTA0330,A,1,ลางสาด ก. ขนาดเล็ก สูงไม่ถึง 2 เมตร,2568,800,2000,บาท/ต้น,S,800,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
384,PLTA0330,A,1,ลางสาด ข. ขนาดกลาง สูงตั้งแต่ 2 เมตรขึ้นไป,2568,1500,3000,บาท/ต้น,S,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
385,PLTA0330,A,1,ลางสาด ค. ขนาดใหญ่ มีผลแล้ว,2568,2500,5000,บาท/ต้น,S,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
386,PLTA0331,A,1,ลาน,2568,200,800,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
387,PLTA0332,A,1,ลำเจียก,2568,100,300,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
388,PLTA0333,A,1,ลำดวน,2568,200,800,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
389,PLTA0334,A,1,ลำพู,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
390,PLTA0335,A,1,ลำแพน,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
391,PLTA0336,A,1,ลำไยพันธุ์ดี,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
392,PLTA0336,A,1,ลำไยพันธุ์ดี,2568,1000,4000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
393,PLTA0337,A,1,ลำไยพันธุ์พื้นเมือง/ทั่วไป,2568,500,2000,บาท/ต้น,S,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
394,PLTA0338,A,1,ลิ้นจี่พันธุ์ดี,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
395,PLTA0338,A,1,ลิ้นจี่พันธุ์ดี,2568,1000,4000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
396,PLTA0339,A,1,ลิ้นจี่พันธุ์พื้นเมือง/ทั่วไป,2568,500,2500,บาท/ต้น,S,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
397,PLTA0340,A,1,วาสนา,2568,300,2000,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
398,PLTA0341,A,1,ศุภโชค,2568,100,400,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
399,PLTA0342,A,1,ลีลาวดี ลั่นทม ก. ขนาดเล็ก (อายุ 1-2 ปี),2568,500,1000,บาท/ต้น,S,500,ตลาดสี่มุมเมือง (ราคาขายส่ง)
400,PLTA0342,A,1,ลีลาวดี ลั่นทม ข. ขนาดกลาง (อายุ 2-3 ปี),2568,1000,2500,บาท/ต้น,S,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
401,PLTA0342,A,1,ลีลาวดี ลั่นทม ค. ขนาดใหญ่ (อายุ 3 ปีขึ้นไป),2568,2000,5000,บาท/ต้น,S,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
402,PLTA0343,A,1,ศรีตรัง,2568,1000,4000,บาท/ต้น,S,"1,000",ร้านขายต้นไม้ (ราคาขายปลีก)
403,PLTA0344,A,1,โศก,2568,150,500,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
404,PLTA0345,A,1,สน สนประดิพัทธ์ สนทะเล ก. ความสูงไม่ถึง 4 เมตร,2568,200,500,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
405,PLTA0345,A,1,สน สนประดิพัทธ์ สนทะเล ข. ความสูงตั้งแต่ 4 เมตรขึ้นไป,2568,500,1200,บาท/ต้น,S,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
406,PLTA0346,A,1,สนเกี๊ยะ น้ำมัน สนเขา สนหางม้า,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
407,PLTA0347,A,1,สนคริสต์มาส,2568,200,600,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
408,PLTA0348,A,1,สนฉัตร,2568,200,600,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
409,PLTA0349,A,1,สนแผง,2568,100,300,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
410,PLTA0350,A,1,สนแผงทอง ก. สูงไม่ถึง 4 เมตร,2568,80,200,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
411,PLTA0350,A,1,สนแผงทอง ข. สูงตั้งแต่ 4 เมตรขึ้นไป,2568,200,500,บาท/ต้น,S,–,ร้านขายต้นไม้ (ราคาขายปลีก)
412,PLTA0351,A,1,สนมังกร,2568,100,300,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
413,PLTA0352,A,1,สนสาหร่าย,2568,80,300,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
414,PLTA0353,A,1,ส้มกา,2568,100,400,บาท/ต้น,S,100,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
415,PLTA0354,A,0,ส้มเกลี้ยง ส้มเข้ง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
416,PLTA0355,A,0,ส้มเขียวหวาน,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
417,PLTA0356,A,1,ส้มแขก,2568,300,1200,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
418,PLTA0357,A,1,ส้มจี๊ด,2568,200,600,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
419,PLTA0358,A,1,ส้มจีน,2568,400,1000,บาท/ต้น,S,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
420,PLTA0359,A,1,ส้มจุก,2568,400,1200,บาท/ต้น,S,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
421,PLTA0360,A,1,ส้มโซกุน,2568,800,3000,บาท/ต้น,S,800,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
422,PLTA0361,A,1,ส้มซ่า,2568,300,1000,บาท/ต้น,S,300,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
423,PLTA0362,A,1,ส้มป่อย,2568,150,600,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
424,PLTA0363,A,1,ส้มแป้น,2568,100,300,บาท/ต้น,S,100,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
425,PLTA0364,A,1,ส้มพันธุ์ดี,2568,1000,5000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
426,PLTA0365,A,1,ส้มพันธุ์ทั่วไป,2568,500,2500,บาท/ต้น,S,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
427,PLTA0366,A,1,ส้มเสี้ยว,2568,80,200,บาท/ต้น,S,80,ร้านขายต้นไม้ (ราคาขายปลีก)
428,PLTA0367,A,1,สมอ,2568,200,800,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
429,PLTA0368,A,1,ส้มโอพันธุ์ดี,2568,2000,7000,บาท/ต้น,S,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
430,PLTA0369,A,1,ส้มโอพันธุ์พื้นเมือง/ทั่วไป,2568,200,800,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
431,PLTA0370,A,0,สละ,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
432,PLTA0371,A,1,สละพันธุ์ดี,2568,1000,3000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
433,PLTA0372,A,1,สละพันธุ์ทั่วไป,2568,300,1500,บาท/ต้น,S,300,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
434,PLTA0373,A,1,สะแก,2568,50,150,บาท/กอ,S,50,ร้านขายต้นไม้ (ราคาขายปลีก)
435,PLTA0374,A,1,สะเดา สะเดาป่า สะเดาหวาน,2568,200,800,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
436,PLTA0375,A,1,สะเดาเทียม สะเดาช้าง,2568,500,2000,บาท/ต้น,S,500,ร้านขายต้นไม้ (ราคาขายปลีก)
437,PLTA0376,A,1,สะตอ,2568,1000,4000,บาท/ต้น,S,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
438,PLTA0377,A,1,สะตือ เหรียง สะเหรี่ยง,2568,200,800,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
439,PLTA0378,A,1,สะแบง เหียง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
440,PLTA0379,A,1,สะมั่ง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
441,PLTA0380,A,1,สัก,2568,500,2000,บาท/ต้น,S,500,กรมป่าไม้ (ราคาหน้าสวน)
442,PLTA0381,A,1,สังกรณี,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
443,PLTA0382,A,1,สัตตบรรณ ตีนเป็ด ก. ขนาดเล็ก (อายุ 1-2 ปี),2568,150,400,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
444,PLTA0382,A,1,สัตตบรรณ ตีนเป็ด ข. ขนาดกลาง (อายุ 2-3 ปี),2568,400,800,บาท/ต้น,S,–,ร้านขายต้นไม้ (ราคาขายปลีก)
445,PLTA0382,A,1,สัตตบรรณ ตีนเป็ด ค. ขนาดใหญ่ (อายุ 3 ปีขึ้นไป),2568,800,2000,บาท/ต้น,S,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
446,PLTA0383,A,1,สาเก,2568,300,1000,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
447,PLTA0384,A,1,สาคู,2568,30,100,บาท/ต้น,S,30,ร้านขายต้นไม้ (ราคาขายปลีก)
448,PLTA0385,A,1,สารภี,2568,500,2500,บาท/ต้น,S,500,ร้านขายต้นไม้ (ราคาขายปลีก)
449,PLTA0386,A,1,สาละ,2568,300,1000,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
450,PLTA0387,A,1,สาลี่,2568,200,600,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
451,PLTA0388,A,1,สาแล สะแล,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
452,PLTA0389,A,1,สิเหล็ง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
453,PLTA0390,A,1,สีเสียด,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
454,PLTA0391,A,1,สุพรรณิการ์ ฝ้ายคำ,2568,100,400,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
455,PLTA0392,A,1,เสลา,2568,200,700,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
456,PLTA0393,A,1,เสม็ด,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
457,PLTA0394,A,1,เสี้ยว,2568,100,400,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
458,PLTA0395,A,1,แสงจันทร์,2568,300,1000,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
459,PLTA0396,A,1,แสม,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
460,PLTA0397,A,1,แสมสาร,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
461,PLTA0398,A,1,โสก,2568,150,500,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
462,PLTA0399,A,1,ใส้กา,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
463,PLTA0400,A,1,หมาก,2568,200,800,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
464,PLTA0401,A,1,หมากเขียว,2568,500,2000,บาท/กอ,S,500,ตลาดสี่มุมเมือง (ราคาขายส่ง)
465,PLTA0402,A,1,หมากเล็กหมากน้อย,2568,50,150,บาท/ต้น,S,50,ร้านขายต้นไม้ (ราคาขายปลีก)
466,PLTA0403,A,1,หมากเหลือง,2568,1000,4000,บาท/กอ,S,"1,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
467,PLTA0404,A,1,หมากแดง,2568,1500,5000,บาท/กอ,S,"1,500",ตลาดสี่มุมเมือง (ราคาขายส่ง)
468,PLTA0405,A,1,หมากนวล,2568,300,1000,บาท/ต้น,S,300,ตลาดสี่มุมเมือง (ราคาขายส่ง)
469,PLTA0406,A,1,หมากนางหวาน,2568,50,150,บาท/ต้น,S,50,ร้านขายต้นไม้ (ราคาขายปลีก)
470,PLTA0407,A,1,หมากพิพวน,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
471,PLTA0408,A,1,หมากยาง มะยาง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
472,PLTA0409,A,1,หมากสง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
473,PLTA0410,A,1,หมี่,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
474,PLTA0411,A,1,หยี (นางดำ),2568,150,600,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
475,PLTA0412,A,1,หว้า,2568,200,700,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
476,PLTA0413,A,1,หวาย,2568,100,400,บาท/กอ,S,100,ตลาดสี่มุมเมือง (ราคาขายส่ง)
477,PLTA0414,A,1,หวายเขียว,2568,150,500,บาท/ต้น,S,150,ตลาดสี่มุมเมือง (ราคาขายส่ง)
478,PLTA0415,A,1,หางนกยูง ก. ความสูงไม่เกิน 3 เมตร,2568,400,1000,บาท/ต้น,S,400,ร้านขายต้นไม้ (ราคาขายปลีก)
479,PLTA0415,A,1,หางนกยูง ข. ความสูงตั้งแต่ 3 เมตรขึ้นไป,2568,1000,3000,บาท/ต้น,S,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
480,PLTA0416,A,1,หางนกยูงฝรั่ง,2568,300,1500,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
481,PLTA0417,A,1,หูกระจง,2568,300,1200,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
482,PLTA0418,A,1,หูกวาง ก. ความสูงไม่เกิน 3 เมตร,2568,300,800,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
483,PLTA0418,A,1,หูกวาง ข. ความสูงตั้งแต่ 3 เมตรขึ้นไป,2568,800,2000,บาท/ต้น,S,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
484,PLTA0419,A,0,เหรียง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
485,PLTA0420,A,1,เหลี่ยม,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
486,PLTA0421,A,1,องุ่น,2568,400,1200,บาท/ค้าง,S,400,สศก. (ราคาเกษตรกร)
487,PLTA0422,A,1,อบเชย,2568,100,400,บาท/ต้น,S,100,ร้านขายต้นไม้ (ราคาขายปลีก)
488,PLTA0423,A,1,อโศก อโศกอินเดีย,2568,150,600,บาท/ต้น,S,150,ร้านขายต้นไม้ (ราคาขายปลีก)
489,PLTA0424,A,1,อ้อยช้าง,2568,200,600,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
490,PLTA0425,A,1,อินทนิล,2568,300,1200,บาท/ต้น,S,300,ร้านขายต้นไม้ (ราคาขายปลีก)
491,PLTA0426,A,1,อินทผาลัม,2568,2000,8000,บาท/ต้น,S,"2,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
492,PLTA0427,A,1,อินทรี,2568,200,600,บาท/ต้น,S,200,ร้านขายต้นไม้ (ราคาขายปลีก)
493,PLTA0428,A,1,อุมัง,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
494,PLTA0429,A,0,แอปเปิ้ล,2568,,,–,S,–,ไม่มีการซื้อขายในตลาด
495,PLTA0430,A,1,แอปเปิ้ลพันธุ์ดี,2568,500,2000,บาท/ต้น,S,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
496,PLTA0431,A,1,แอปเปิ้ลพันธุ์ทั่วไป,2568,200,600,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
497,PLTA0432,A,1,แอปเปิ้ลสตาร์,2568,200,600,บาท/ต้น,S,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
498,PLTA0001,A,1,กรรณิการ์,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
499,PLTA0002,A,1,กระบก,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
500,PLTA0003,A,1,กระบาก,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
501,PLTA0004,A,1,กระดังงา,2568,150,600,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
502,PLTA0005,A,1,กระโดน,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
503,PLTA0006,A,1,กระเบา,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
504,PLTA0007,A,1,กระถิน,2568,20,80,บาท/ต้น,M,50,ร้านขายต้นไม้ (ราคาขายปลีก)
505,PLTA0008,A,1,กระถินณรงค์,2568,50,200,บาท/ต้น,M,100,ร้านขายต้นไม้ (ราคาขายปลีก)
506,PLTA0009,A,1,กระถินเทพา,2568,30,120,บาท/ต้น,M,60,ร้านขายต้นไม้ (ราคาขายปลีก)
507,PLTA0010,A,1,กระถินยักษ์,2568,30,120,บาท/ต้น,M,60,ร้านขายต้นไม้ (ราคาขายปลีก)
508,PLTA0011,A,1,กระท้อนทั่วไป,2568,200,800,บาท/ต้น,M,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
509,PLTA0012,A,1,กระท้อนพันธุ์ดี,2568,500,2000,บาท/ต้น,M,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
510,PLTA0013,A,1,กระท่อม ก. อายุไม่เกิน 2 ปี,2568,300,800,บาท/ต้น,M,600,สศก. (ราคาเกษตรกร)
